"grdc_no","river","station","country","lat","long","area"
6233650,"ANGERMANAELVEN","SOLLEFTEA KRV","SE",63.1719,17.2655,30638
6233680,"VINDELAELVEN","SORSELE 2","SE",65.5422,17.5083,6056
6233690,"SKELLEFTEAELVEN","KVISTFORSENS KRV","SE",64.7445,20.8633,11309
6233700,"MOAELVEN","VAESTERSEL","SE",63.4334,18.298,1465
6233710,"PITEAELVEN","SIKFORS KRV","SE",65.5328,21.2088,10816
6233720,"OEREAELVEN","TORRBOELE","SE",63.7,19.61,2860
6233750,"LULEAELVEN","BODENS KRV (+ VATTENVERK; TRANGFORS)","SE",65.8076,21.6705,24924
6233780,"RANEAELVEN","NIEMISEL","SE",66.0216,21.9667,3781
6233800,"ROERAN","YTTERHOLMEN","SE",66.1708,21.8077,1012
6233901,"MUONIOAELVEN; MUONIONJOKI","KALLIO 2","SE",67.2249,23.5431,14477
6235100,"BREGENZER ACH","MELLAU","AT",47.3553,9.8814,229
6235101,"BREGENZER ACH","AU","AT",47.33,9.9728,149
6235210,"LUTZ","GARSELLA","AT",47.2272,9.8761,96
6242020,"LECH","LECH (TANNBERGBRUECKE)","AT",47.21,10.14,84
6242100,"DANUBE RIVER","LINZ","AT",48.31,14.3,79490
6242110,"ALM","PENNINGERSTEG","AT",48.05,13.92,445
6242200,"ILZBACH","NEUDORF BEI ILZ","AT",47.0828,15.9436,190
6242240,"SALZA","GUSSWERK","AT",47.7417,15.3056,280
6242250,"ENNS","STEYR","AT",48.0394,14.4267,5915
6242251,"ENNS","ALTENMARKT IM PONGAU","AT",47.3828,13.4258,134
6242260,"STEYR","KNIEWAS","AT",47.7653,14.1706,185
6242270,"STEYRLING","STEYRLING","AT",47.8031,14.1386,72
6242281,"TEICHLBACH","TEICHLBRUECKE","AT",47.7236,14.2964,149
6242290,"PALTENBACH","SELZTHAL","AT",47.5483,14.3061,369
6242401,"DANUBE RIVER","KIENSTOCK","AT",48.3833,15.4622,95970
6242420,"KREMS","IMBACH","AT",48.4458,15.5681,306
6242500,"DANUBE RIVER","WIEN-NUSSDORF","AT",48.25,16.3,101700
6242501,"DANUBE RIVER","KORNEUBURG","AT",48.3604,16.3438,101537
6242600,"TRAUN (TRIB. DANUBE)","EBENSEE","AT",47.8061,13.7675,1258
6242610,"ALTAUSSEER TRAUN","ALTAUSSEE (TRAUN)","AT",47.635,13.7681,54
6243030,"INN","INNSBRUCK","AT",47.2761,11.3969,5792
6243110,"VENTER ACHE","VENT","AT",46.8628,10.9186,165
6243200,"KITZBUEHLER ACHE","KITZBUEHEL (BAHNHOFSBRUECKE)","AT",47.4553,12.39,153
6243201,"KITZBUEHLER ACHE","ST. JOHANN IN TIROL","AT",47.52,12.4192,332
6243210,"ASCHAUER ACHE","SPERTEN","AT",47.52,12.4031,147
6243220,"FIEBERBRUNNER ACHE","ALMDORF","AT",47.5197,12.4425,165
6243230,"LEOGANGER ACHE","UTTENHOFEN","AT",47.4414,12.8197,112
6243235,"URSLAUBACH","SAALFELDEN","AT",47.4281,12.8389,120
6243240,"BERCHTESGADENER ACHE","ST. LEONHARD (SUMMENPEGEL)","AT",47.7264,13.0428,428
6243260,"OBERSULZBACH","SULZAU","AT",47.23,12.25,81
6243270,"FELBER ACHE","HAIDBACH","AT",47.2531,12.4864,74
6243300,"BRIXENTALER ACHE","BRUCKHAUSL","AT",47.4911,12.1044,322
6243350,"OBERNBERGER SEEBACH","GRIES AM BRENNER","AT",47.0369,11.4794,58
6243355,"SCHMIRNBACH","ST. JODOK AM BRENNER","AT",47.0631,11.5003,109
6243360,"GSCHNITZBACH","STEINACH AM BRENNER","AT",47.0933,11.4658,111
6243400,"OETZTALER ACHE","TUMPEN","AT",47.1633,10.9108,786
6243410,"GURGLER ACHE","OBERGURGL","AT",46.865,11.0197,72
6243450,"SCHALKLBACH","SCHALKLHOF","AT",46.9381,10.49,108
6243800,"ANTIESEN","HAGING","AT",48.2736,13.4511,165
6243850,"INN","SCHAERDING","AT",48.4361,13.4417,25664
6246100,"LIESINGBACH","KAMMERN IM LIESINGTAL","AT",47.39,14.91,266
6246110,"LAVANT","KROTTENDORF","AT",46.6636,14.9456,954
6246120,"GOERSCHITZ","BRUCKL","AT",46.7581,14.5333,316
6246121,"GOERSCHITZ","HUETTENBERG","AT",46.94,14.55,130
6246130,"GAIL","RATTENDORF","AT",46.6239,13.2544,595
6246150,"MOELL","RANIGOBRUECKE","AT",47.0472,12.8053,74
6246160,"ISEL","BRUEHL","AT",46.9744,12.5525,518
6246161,"ISEL","HINTERBICHL","AT",47.02,12.34,107
6246170,"SCHWARZACH","HOPFGARTEN IN DEFEREGGEN-ZWENEW","AT",46.9181,12.5139,268
6246195,"TAUERNBACH","MATREIER TAUERNHAUS","AT",47.1186,12.4956,60
6246600,"MUR","SPIELFELD","AT",46.7106,15.6356,9480
6246610,"MUR","FROHNLEITEN","AT",47.2667,15.3167,6548
6246611,"MUR","FRIESACH","AT",47.1644,15.3189,6792
6246612,"MUR","BRUCK A. D. MUR; BELOW MUERZ","AT",47.4106,15.2825,6214
6246620,"LAMINGBACH","ARNDORF","AT",47.4261,15.26,144
6246630,"TAURACH","TAMSWEG (TAURACH)","AT",47.1353,13.8036,378
6246631,"TAURACH","MAUTERNDORF","AT",47.1339,13.6842,102
6246632,"TAURACH","LOBENAU","AT",47.23,13.4828,87
6246635,"WEISSPRIACH","WEISSPRIACH","AT",47.1769,13.7053,77
6246700,"MUERZ","KINDTHAL","AT",47.5261,15.4731,728
6246701,"MUERZ","NEUBERG AN DER MUERZ","AT",47.6572,15.5939,229
6246710,"THOERLBACH","HANSENHUETTE","AT",47.4733,15.2558,324
6321100,"NIERS","GOCH","DE",51.684,6.151,1203
6321200,"RUR","STAH","DE",51.0976,6.1042,2105
6335010,"ISSEL","ISSELBURG","DE",51.8326,6.4723,258
6335020,"RHINE RIVER","REES","DE",51.7569,6.3954,159300
6335030,"RUHR","HATTINGEN","DE",51.3997,7.161,4078
6335031,"RUHR","VILLIGST","DE",51.436,7.5811,1988
6335032,"RUHR","MESCHEDE","DE",51.3478,8.2806,425
6335035,"LENNE (TRIB. RHINE)","KICKENBACH","DE",51.1089,8.1004,186
6335040,"SWIST","WEILERSWIST","DE",50.7661,6.846,285
6335045,"SIEG","MENDEN 1","DE",50.7979,7.1592,2832
6335046,"SIEG","EITORF","DE",50.777,7.4427,1472
6335048,"AGGER","LOHMAR","DE",50.85,7.2,788
6335050,"RHINE RIVER","DUESSELDORF","DE",51.2255,6.7702,147680
6335060,"RHINE RIVER","KOELN","DE",50.937,6.9633,144232
6335070,"RHINE RIVER","ANDERNACH","DE",50.4434,7.3921,139549
6335075,"NETTE","NETTEGUT","DE",50.42,7.43,369
6335076,"WIED","FRIEDRICHSTHAL","DE",50.5021,7.4457,697
6335081,"LIPPE","KESSELER 3","DE",51.663,8.0894,2005
6335082,"LIPPE","BENTFELD","DE",51.7488,8.6305,1018
6335083,"LIPPE","HALTERN","DE",51.7453,7.1869,4249
6335100,"RHINE RIVER","KAUB","DE",50.0854,7.765,103488
6335115,"NAHE","GROLSHEIM","DE",49.9116,7.9108,4013
6335116,"NAHE","BOOS","DE",49.78,7.7203,2832
6335117,"ALSENZ","ALTENBAMBERG","DE",49.7807,7.8312,318
6335125,"KINZIG (TRIB. RHEIN)","SCHWAIBACH","DE",48.3917,8.0326,954
6335150,"RHINE RIVER","MAINZ","DE",50.004,8.2753,98206
6335155,"SCHWARZBACH (DE-BW)","NAUHEIM","DE",49.9508,8.4526,136
6335156,"SCHWARZBACH (DE-BW)","EPPSTEIN","DE",50.1367,8.3996,108
6335160,"NIDDA","ILBENSTADT","DE",50.2785,8.8011,1072
6335165,"MODAU","EBERSTADT","DE",49.8139,8.628,91
6335167,"WESCHNITZ","LORSCH","DE",49.6687,8.5712,383
6335170,"RHINE RIVER","SPEYER","DE",49.3238,8.4487,53131
6335175,"QUEICH","SIEBELDINGEN","DE",49.2096,8.0528,196
6335180,"RHINE RIVER","WORMS","DE",49.6411,8.376,68827
6335190,"SPEYERBACH","NEUSTADT / WEINSTRASSE","DE",49.3501,8.1389,311
6335200,"RHINE RIVER","MAXAU","DE",49.039,8.3056,50196
6335240,"MAIN","KLEINHEUBACH","DE",49.7165,9.2246,21505
6335290,"KOCHER","STEIN","DE",49.2583,9.2871,1929
6335291,"KOCHER","GAILDORF","DE",49.0016,9.7682,726
6335301,"MAIN","SCHWEINFURT - NEUER HAFEN","DE",50.0312,10.2208,12715
6335302,"MAIN","STEINBACH","DE",50.01,9.6039,17914
6335303,"MAIN","TRUNSTADT","DE",49.9297,10.7552,12010
6335304,"MAIN","FRANKFURT / MAIN (OSTHAFEN)","DE",50.1058,8.715,24764
6335310,"KINZIG (TRIB. MAIN)","HANAU","DE",50.1321,8.9458,921
6335350,"LAHN","LEUN (NEU)","DE",50.5452,8.3552,3571
6335351,"LAHN","MARBURG","DE",50.7987,8.7645,1667
6335360,"DILL","ASSLAR","DE",50.5823,8.4641,692
6335410,"WUTACH","OBERLAUCHINGEN","DE",47.6233,8.3255,627
6335450,"ARGEN","GIESSEN","DE",47.628,9.5959,639
6335460,"SCHUSSEN","GERBERTSHAUS","DE",47.6726,9.5349,782
6335465,"UNTERE ARGEN","BEUTELSAU","DE",47.7084,9.8174,261
6335470,"SEEFELDER AACH","UHLDINGEN","DE",47.7295,9.2449,272
6335485,"ZABER","HAUSEN","DE",49.19,9.24,110
6335500,"MAIN","WUERZBURG","DE",49.796,9.926,14031
6335510,"WERN (DE-BY)","SACHSENHEIM","DE",50.0224,9.7611,597
6335520,"TAUBER","TAUBERBISCHOFSHEIM","DE",49.6259,9.6657,1584
6335521,"TAUBER","BAD MERGENTHEIM","DE",49.4925,9.7736,1013
6335530,"REGNITZ","PETTSTADT","DE",49.8342,10.9413,7005
6335540,"RODACH","UNTERLANGENSTADT","DE",50.1815,11.2267,713
6335550,"ERMS","RIEDERICH","DE",48.5599,9.2668,161
6335560,"STARZEL","RANGENDINGEN","DE",48.3807,8.8868,132
6335565,"EYACH","BAD IMNAU","DE",48.4036,8.7778,330
6335570,"ACHER","KAPPELRODECK","DE",48.5844,8.1259,53
6335600,"NECKAR","ROCKENAU-SKA","DE",49.4382,9.005,12710
6335601,"NECKAR","LAUFFEN","DE",49.0734,9.1457,7916
6335602,"NECKAR","PLOCHINGEN","DE",48.707,9.419,3995
6335603,"NECKAR","ROTTWEIL","DE",48.1682,8.6182,454
6335610,"ELSENZ","MECKESHEIM","DE",49.322,8.8188,259
6335620,"ELZ","MOSBACH","DE",49.3459,9.1286,155
6335621,"ELZ","GUTACH","DE",48.1191,7.9901,303
6335635,"OHRN","OHRNBERG","DE",49.2491,9.4568,152
6335640,"PFINZ","BERGHAUSEN","DE",49.0081,8.5159,235
6335650,"WUERM (DE-BW)","PFORZHEIM","DE",48.8844,8.6989,417
6335651,"WUERM (DE-BW)","SCHAFHAUSEN","DE",48.7241,8.8977,238
6335660,"ENZ","PFORZHEIM","DE",48.8971,8.7295,1476
6335665,"KOERSCH","DENKENDORF","DE",48.6957,9.3185,127
6335670,"NAGOLD","UNTERREICHENBACH","DE",48.8238,8.7097,705
6335671,"NAGOLD","ALTENSTEIG","DE",48.5865,8.604,134
6335675,"MURR","MURR","DE",48.9593,9.2612,506
6335676,"MURR","OPPENWEILER","DE",48.9841,9.4587,180
6335677,"FICHTENBERGER ROT","MITTELROT","DE",48.9854,9.7406,126
6335680,"JAGST","SCHWABSBERG","DE",48.9325,10.1396,178
6335681,"JAGST","UNTERGRIESHEIM","DE",49.2685,9.2199,1825
6335690,"REMS","NEUSTADT","DE",48.8474,9.3158,569
6335695,"FILS","PLOCHINGEN","DE",48.7126,9.4184,704
6335696,"FILS","GEISLINGEN (BRUECKE)","DE",48.6228,9.8393,138
6335697,"BÜHLER","UNTERSCHEFFACH","DE",49.1408,9.8515,260
6335700,"AICH","OBERENSINGEN","DE",48.67,9.39,179
6335710,"MURG","BAD ROTENFELS","DE",48.8187,8.2971,469
6335720,"GUTACH","GUTACH","DE",48.24,8.2129,145
6335725,"WOLF (DE-BW)","OBERWOLFACH","DE",48.317,8.2171,127
6335730,"WIESE","ZELL","DE",47.6995,7.8454,209
6335735,"RENCH","RAMSBACH-BIRKHOF","DE",48.4901,8.1454,108
6335800,"MAIN","KEMMERN","DE",49.9512,10.8735,4251
6335810,"ROTER MAIN","BAYREUTH","DE",49.9478,11.5789,333
6335820,"SCHWARZACH (DE-BY)","RASCH","DE",49.367,11.38,209
6335830,"KRAICHBACH","UBSTADT","DE",49.1566,8.6337,161
6336050,"MOSELLE RIVER","COCHEM","DE",50.1434,7.1683,27088
6336500,"MOSELLE RIVER","TRIER UP","DE",49.7322,6.6269,23857
6336510,"NIMS","ALSDORF-OBERECKEN","DE",49.8888,6.4657,266
6336800,"MOSELLE RIVER","PERL","DE",49.4726,6.369,11522
6336900,"SAAR RIVER","FREMERSDORF","DE",49.4089,6.6484,6983
6336910,"NIED","NIEDALTDORF","DE",49.3423,6.5927,1337
6336930,"PRIMS","NALBACH","DE",49.3764,6.7878,716
6337050,"HUNTE","COLNRADE OP","DE",52.8285,8.4736,1313
6337060,"WUEMME","HELLWEGE SCHLEUSE","DE",53.0758,9.2058,955
6337100,"WESER","VLOTHO","DE",52.176,8.862,17618
6337200,"WESER","INTSCHEDE","DE",52.964,9.125,37720
6337250,"ALLER","RETHEM","DE",52.789,9.383,14730
6337310,"HOERSEL","EISENACH-PETERSBERG","DE",50.9807,10.3152,305
6337320,"FELDA","DORNDORF 2","DE",50.837,10.0858,214
6337330,"SCHMALKALDE","MITTELSCHMALKALDEN","DE",50.7182,10.4003,153
6337340,"HASEL","ELLINGSHAUSEN","DE",50.5456,10.4756,321
6337350,"SCHLEUSE","RAPPELSDORF","DE",50.4965,10.7224,256
6337400,"WESER","HANN.-MUENDEN","DE",51.426,9.641,12442
6337410,"HAUNE","HERMANNSPIEGEL","DE",50.8051,9.7315,422
6337500,"LEINE","GREENE","DE",51.8569,9.9399,2916
6337501,"ALLER","MARKLENDORF","DE",52.682,9.704,7209
6337502,"ALLER","CELLE","DE",52.622,10.063,4374
6337503,"DIEMEL","HELMINGHAUSEN","DE",51.3831,8.7283,103
6337504,"EDER","SCHMITTLOTHEIM","DE",51.1557,8.8982,1202
6337505,"EDER","AFFOLDERN","DE",51.1677,9.0872,1452
6337506,"FULDA","GREBENAU","DE",51.193,9.498,2975
6337507,"FULDA","GUNTERSHAUSEN","DE",51.227,9.469,6366
6337508,"FULDA","ROTENBURG","DE",51.004,9.72,2523
6337509,"LEINE","HERRENHAUSEN","DE",52.388,9.676,5304
6337510,"LEINE","SCHWARMSTEDT","DE",52.683,9.604,6443
6337511,"WERRA","ALLENDORF (BAD SOODEN)","DE",51.2709,9.9748,5166
6337512,"WERRA","HELDRA","DE",51.125,10.197,4302
6337513,"WERRA","LETZTER HELLER","DE",51.408,9.709,5487
6337514,"WESER","BODENWERDER","DE",51.973,9.516,15924
6337515,"WESER","DOERVERDEN","DE",52.852,9.211,22110
6337516,"WESER","KARLSHAFEN","DE",51.648,9.438,14794
6337517,"WESER","LIEBENAU","DE",52.594,9.113,19910
6337518,"WESER","PORTA","DE",52.249,8.922,19162
6337519,"WESER","WAHMBECK","DE",51.625,9.52,12996
6337520,"EDER","AUHAMMER","DE",51.0353,8.6237,490
6337530,"FULDA","KAEMMERZELL","DE",50.6,9.6421,561
6337541,"LEINE","RECKERSHAUSEN","DE",51.4071,9.9368,319
6337542,"LEINE","ARENSHAUSEN","DE",51.3787,9.9705,275
6337550,"GROSSE AUE","HEIDE OP","DE",52.6013,8.9028,1014
6337560,"ALLER","GRAFHORST","DE",52.4499,10.9472,514
6337580,"LENNE (TRIB. WESER)","OELKASSEN","DE",51.9441,9.6121,66
6337590,"SIEBER","HATTORF","DE",51.651,10.2546,127
6337600,"SCHWALM (DE-HE)","ROELLSHAUSEN","DE",50.854,9.2833,250
6337601,"SCHWALM (DE-HE)","UTTERSHAUSEN","DE",51.0824,9.335,986
6337610,"WERRA","MEININGEN","DE",50.5704,10.4172,1170
6338100,"EMS","VERSEN - GESAMT","DE",52.74,7.24,8369
6338110,"EMS","DALUM","DE",52.5956,7.2485,4981
6338120,"EMS","GREVEN","DE",52.094,7.603,2842
6338130,"EMS","RHEINE UNTERSCHLEUSE UP","DE",52.288,7.434,3740
6338140,"EMS","VERSEN-WEHRDURCHSTICH","DE",52.733,7.2419,8469
6338160,"HASE","BOKELOH","DE",52.6946,7.3472,2968
6338161,"HASE","HERZLAKE","DE",52.6826,7.6024,2218
6338163,"HASE","EVERSBURG","DE",52.3082,8.0002,323
6338200,"VECHTE","EMLICHHEIM","DE",52.6022,6.8571,1687
6338201,"VECHTE","NEUENHAUS-WEHR","DE",52.4991,6.9663,708
6338210,"BERKEL","AMMELOE","DE",52.081,6.7744,351
6338250,"OSTE","ROCKSTEDT","DE",53.3394,9.1701,604
6338260,"ESTE","EMMEN","DE",53.387,9.7067,184
6338270,"SOHOLMER AU","SOHOLM","DE",54.6997,9.0228,352
6338800,"TREENE","TREIA","DE",54.5143,9.3173,481
6340050,"ILMENAU","BIENENBUETTEL","DE",53.15,10.464,1434
6340070,"SCHAALE","KLEINBENGERSTORF","DE",53.4189,10.8454,608
6340110,"ELBE RIVER","NEU-DARCHAU","DE",53.2323,10.8888,131950
6340120,"ELBE RIVER","DRESDEN","DE",51.0597,13.7385,53096
6340130,"ELBE RIVER","WITTENBERG","DE",51.8618,12.6467,61879
6340140,"ELBE RIVER","BARBY","DE",51.9901,11.8826,94060
6340150,"ELBE RIVER","WITTENBERGE","DE",52.9908,11.7598,123532
6340160,"ELBE RIVER","TANGERMUENDE","DE",52.5466,11.9784,97780
6340170,"ELBE RIVER","AKEN","DE",51.8632,12.0592,70093
6340180,"ELBE RIVER","MAGDEBURG-STROMBRUECKE","DE",52.135,11.644,94942
6340190,"ELBE RIVER","TORGAU 1","DE",51.559,13.0106,55211
6340200,"UNSTRUT","LAUCHA","DE",51.2265,11.6847,6218
6340210,"ALSTER (BINNEN-ALSTER)","BAECKERBRUECKE (HAMBURG)","DE",53.6558,10.0872,320
6340216,"WANDSE","WANDSBEKER ALLEE (HAMBURG)","DE",53.576,10.0697,82
6340218,"SEEVE","JEHRDEN","DE",53.3929,10.0136,416
6340220,"HELBE","WASSERTHALEBEN","DE",51.2571,10.8915,374
6340225,"RODA","ZOELLNITZ","DE",50.8707,11.643,254
6340300,"SAALE","CALBE-GRIZEHNE","DE",51.9217,11.8125,23719
6340301,"SAALE","TROTHA-UP (HALLE TROTHA)","DE",51.5954,11.9549,17979
6340302,"SAALE","RUDOLSTADT","DE",50.7166,11.3335,2678
6340303,"SAALE","HOF","DE",50.3239,11.9145,521
6340315,"ZORGE","NORDHAUSEN","DE",51.5067,10.7838,304
6340320,"ILM","NIEDERTREBRA","DE",51.0718,11.5793,894
6340330,"ORLA","FREIENORLA","DE",50.7693,11.5429,255
6340335,"LOQUITZ","KAULSDORF-EICHICHT","DE",50.619,11.4322,363
6340340,"WISENTA","MOESCHLITZ","DE",50.5655,11.7515,158
6340350,"PARTHE","LEIPZIG-THEKLA","DE",51.3763,12.4327,315
6340360,"WEIDA","WEIDA","DE",50.7745,12.0603,297
6340365,"PLEISSE","BOEHLEN 1","DE",51.2006,12.3862,1359
6340366,"PLEISSE","GOESSNITZ","DE",50.889,12.4329,293
6340400,"DOELLNITZ","MERZDORF","DE",51.3106,13.2531,211
6340410,"MUEGLITZ","DOHNA","DE",50.9538,13.8537,198
6340420,"WESENITZ","ELBERSDORF","DE",51.0221,13.9938,227
6340440,"GROSSE ROEDER","GROSSDITTMANNSDORF","DE",51.1983,13.773,300
6340500,"HAVEL","RATHENOW (HAUPTSCHLEUSE)","DE",52.6,12.33,19246
6340501,"HAVEL","RATHENOW UP","DE",52.609,12.3468,19288
6340510,"HAVEL","KETZIN","DE",52.4781,12.8453,16173
6340600,"VEREINIGTE MULDE","BAD DUEBEN","DE",51.591,12.581,6171
6340610,"SPREE","GROSSE TRAENKE; WEHR UP","DE",52.368,13.997,6171
6340612,"SPREE","BAUTZEN-WEITE BLEICHE","DE",51.1642,14.4063,276
6340620,"ZWICKAUER MULDE","WECHSELBURG 1","DE",51.0068,12.7726,2107
6340621,"ZWICKAUER MULDE","ZWICKAU-POELBITZ","DE",50.7409,12.4936,1030
6340627,"SCHWARZWASSER","AUE 1","DE",50.5964,12.7154,362
6340628,"FLOEHA / FLAJSKY PATOK","POCKAU 1","DE",50.7037,13.2373,385
6340635,"PRESSNITZ","STRECKENWALDE","DE",50.6311,13.0785,206
6340670,"WEISSE ELSTER","ADORF","DE",50.325,12.259,171
6340700,"SCHWARZE ELSTER","BAD LIEBENWERDA","DE",51.5187,13.3951,3184
6340800,"SPREE","SPREMBERG","DE",51.577,14.37,2092
6340810,"SCHWARZER SCHOEPS","BOXBERG","DE",51.4055,14.5747,639
6341500,"TOLLENSE","KLEMPENOW","DE",53.7926,13.3156,1403
6342050,"BAERA","FRIDINGEN","DE",47.7855,8.8771,134
6342060,"DREISAM","EBNET","DE",47.7972,8.3069,258
6342070,"LAUCHERT","LAUCHERTAL","DE",48.0837,9.2755,452
6342081,"ABLACH","MENNINGEN","DE",48.01,9.16,200
6342100,"RISS (DE-BW)","NIEDERKIRCH","DE",48.2386,9.8312,406
6342105,"BAIERZER ROT","ACHSTETTEN","DE",48.2607,9.8985,264
6342110,"MINDEL","OFFINGEN","DE",48.4826,10.3625,951
6342120,"ZUSAM","PFAFFENHOFEN","DE",48.6108,10.7109,505
6342125,"SCHMUTTER","FISCHACH","DE",48.289,10.6567,133
6342130,"WOERNITZ","HARBURG","DE",48.7832,10.6924,1578
6342200,"ILLER","KEMPTEN","DE",47.7304,10.3169,955
6342201,"ILLER","WIBLINGEN","DE",48.3709,9.9877,2115
6342210,"OSTERACH","RECKENBERG","DE",47.51,10.33,126
6342220,"TRAUFBACH","SPIELMANNSAU","DE",47.35,10.31,83
6342230,"AITRACH","LAUBEN","DE",47.8766,10.0375,308
6342500,"DANUBE RIVER","INGOLSTADT","DE",48.754,11.422,20001
6342501,"DANUBE RIVER","DILLINGEN","DE",48.5684,10.5005,11315
6342502,"DANUBE RIVER","BERG","DE",48.2663,9.7314,4036
6342510,"LECH","AUGSBURG BELOW WERTACH","DE",48.407,10.888,3800
6342512,"LECH","LECHBRUECK","DE",47.6966,10.799,1714
6342513,"LECH","LANDSBERG","DE",48.0415,10.8751,2295
6342520,"ALTMUEHL","EICHSTAETT","DE",48.8885,11.1968,1400
6342521,"ALTMUEHL","BEILNGRIES","DE",49.0284,11.4782,2475
6342522,"ALTMUEHL","TREUCHLINGEN","DE",48.9532,10.9135,982
6342525,"SULZ","BERCHING","DE",49.1069,11.4414,152
6342570,"AMMER","OBERAMMERGAU","DE",47.6,11.06,114
6342571,"AMMER","PFAEFFINGEN","DE",48.5264,8.9622,133
6342600,"DANUBE RIVER","REGENSBURG/SCHWABELWEIS","DE",49.0236,12.1387,35399
6342610,"NAAB","HEITZENHOFEN","DE",49.1183,11.9363,5426
6342611,"NAAB","UNTERKOEBLITZ","DE",49.5356,12.154,2004
6342620,"REGEN","REGENSTAUF","DE",49.128,12.1294,2658
6342630,"CHAMB","FUHRT IM WALD","DE",49.3095,12.8416,276
6342640,"GROSSE LABER","SCHOENACH","DE",48.9117,12.4231,406
6342650,"AMPER","INKOFEN","DE",48.4607,11.8652,3043
6342655,"GLONN","HOHENKAMMER","DE",48.4227,11.5241,392
6342660,"STROGEN","APPOLDING","DE",48.4136,11.9794,142
6342670,"VILS","ROTTERSDORF","DE",48.6062,12.6938,720
6342675,"VILS","VILSBIBURG","DE",48.453,12.356,318
6342800,"DANUBE RIVER","HOFKIRCHEN","DE",48.6766,13.1152,47496
6342810,"SCHMIECHA","UNTERSCHMEIEN","DE",48.0917,9.1498,155
6342820,"GAISSA","HOERMANNSBERG","DE",48.6295,13.3691,212
6342830,"ILZ","KALTENECK","DE",48.6889,13.4519,762
6342900,"DANUBE RIVER","ACHLEITEN","DE",48.5824,13.5044,76653
6342910,"DANUBE RIVER","OBERNDORF","DE",48.947,12.0149,26448
6342920,"DANUBE RIVER","PFELLING","DE",48.8798,12.7472,37687
6342925,"ISAR","LANDAU","DE",48.6737,12.6937,8467
6342927,"ISAR","BAD TOELZ KRAFTWERK","DE",47.7792,11.5403,1559
6342928,"ISAR","MITTENWALD-KARWENDELSTEG","DE",47.4433,11.2708,404
6342930,"LOISACH","KOCHEL","DE",47.6658,11.363,685
6342931,"LOISACH","GARMISCH BELOW PARTNACH (UDP)","DE",47.5025,11.0649,394
6342932,"LOISACH","GARMISCH ODP","DE",47.4843,11.0649,250
6342935,"PARTNACH","PARTENKIRCHEN","DE",47.48,11.12,95
6342950,"LEUTASCHER ACHE","MITTENWALD","DE",47.43,11.26,112
6342960,"MITTERNACHER OHE","EBERHARDSREUTH","DE",48.8163,13.3586,113
6342970,"DANUBE RIVER","HUNDERSINGEN","DE",48.0725,9.3961,2647
6342980,"DANUBE RIVER","KIRCHEN-HAUSEN","DE",47.93,8.68,760
6343100,"INN","WASSERBURG","DE",48.0593,12.2342,11983
6343110,"LEITZACH","ERB","DE",47.8881,11.831,212
6343111,"LEITZACH","STAUDEN","DE",47.71,11.9354,112
6343500,"SALZACH","BURGHAUSEN","DE",48.1586,12.8343,6649
6343530,"TRAUN (TRIB. INN)","STEIN","DE",47.9912,12.5424,367
6343531,"TRAUN (TRIB. INN)","HOCHBERG","DE",47.8337,12.648,282
6343535,"WEISSE TRAUN","SIEGSDORF","DE",47.82,12.65,182
6343537,"ROTE TRAUN","WERNLEITEN","DE",47.83,12.65,91
6343550,"BERCHTESGADENER ACHE","BERCHDESGADEN KLAERANLAGE","DE",47.64,13.01,368
6343555,"RAMSAUER ACHE","ILSANK","DE",47.62,12.95,122
6343560,"SAALACH","UNTERJETTENBERG","DE",47.6812,12.8228,927
6343570,"TIROLER ACHEN / GROSSACHE","STAUDACH","DE",47.78,12.48,952
6343900,"INN","PASSAU-INGLING","DE",48.5615,13.4441,26084
6348200,"TANARO","MONTECASTELLO","IT",44.9485,8.6857,7885
6348201,"TANARO","FARIGLIANO","IT",44.51,7.9,1522
6348202,"TANARO","PONTE DI NAVA","FR",44.12,7.87,148
6348300,"DORA BALTEA","TAVAGNASCO","IT",45.5499,7.8281,3313
6348310,"TORRENTE MASTALLONE","PONTE FOLLE","IT",45.83,8.26,149
6349200,"ADIGE","BRONZOLO (BRANZOLL)","IT",46.4,11.3167,6926
6349210,"RIDANNA","VIPITENO","IT",46.88,11.41,207
6349350,"TORRENTE ASTICO","PEDESCALA","IT",45.844,11.3677,138
6349400,"PIAVE","PONTE DELLA IASTA","IT",46.5368,12.5211,357
6349410,"TORRENTE BOITE","CANCIA","IT",46.4308,12.2228,313
6349411,"TORRENTE BOITE","PODESTAGNO","IT",46.5948,12.111,82
6357010,"ODER RIVER","HOHENSAATEN-FINOW AP","DE",52.8729,14.1421,109564
6357020,"FRIEDLAENDER STROM","BLIESDORF","DE",52.6934,14.1591,737
6357500,"ODER RIVER","EISENHUETTENSTADT","DE",52.153,14.688,52033
6357501,"NEISSE RIVER / NYSA LUZYCKA","GUBEN 2","DE",51.9693,14.7067,4125
6357502,"NEISSE RIVER / NYSA LUZYCKA","GOERLITZ","DE",51.1612,14.9932,1621
6357503,"NEISSE RIVER / NYSA LUZYCKA","HARTAU","DE",50.8722,14.821,376
6357510,"PLIESSNITZ","TAUCHRITZ","DE",51.0641,14.9441,162
6421100,"MEUSE","LITH","NL",51.82,5.45,29000
6421101,"MEUSE","SINT PIETER NOORD","NL",50.83,5.71,21300
6421500,"MEUSE","BORGHAREN","NL",50.87,5.72,21301
