grdc_no,river,station,country,lat,long,area,kge,r,beta,alpha,nse,pbias,source,match_km,px_lon,px_lat,wmo_reg,sub_reg,nat_id,altitude,ds_stat_no,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discha,r_volume_y,r_height_y,gid4fname
6731905,SALANGSELV,VASSAS,NO,68.88000000000,17.88000000000,580,0.786502503803675,0.827759053323526,0.907118647104775,0.914634366080699,0.672027205494323,-9.3,GRDC,,17.8603515625,68.8623046875,6,31,0,0,,1913,2015,103,2.36000000000,1914,1974,61,0.00000000000,1913,2015,103,22.12000000000,0.70000000000,0.00000000000,mask_6731905
6731390,TANNSELV,TANNSVATN,NO,59.67320000000,8.06740000000,118,0.731951641315485,0.799354060071527,1.166863897377,0.938782607570731,0.607075123856976,16.7,GRDC,,8.0654296875,59.6708984375,6,31,0,697,-,1955,2015,61,0.00000000000,0,0,0,0.00000000000,1955,2015,61,2.73000000000,0.09000000000,728.37000000000,mask_6731390
6731601,VEFSNA,LAKFORS,NO,65.62150000000,13.29070000000,3650,0.828180606703492,0.856366364666873,0.955384319190167,1.08307059491568,0.680227760766583,-4.5,GRDC,,13.2880859375,65.6220703125,6,31,0,42,-,1908,2014,107,20.56000000000,0,0,0,0.00000000000,1908,2014,107,148.05000000000,4.67000000000,0.00000000000,mask_6731601
6229100,ENNINGDALSAELVEN,VASSBOTTEN,SE,58.87730000000,11.53900000000,624,0.731770400579128,0.776886120720869,0.920767441616104,0.873946374227311,0.585587145558115,-7.9,GRDC,,11.5595703125,58.8447265625,6,29,0,39,-,1914,2016,103,0.00000000000,1981,1998,18,0.00000000000,1914,2016,103,10.78000000000,0.34000000000,544.92000000000,mask_6229100
6233400,FYRSJOEN,FYRAS,SE,63.51700000000,15.38950000000,2428,0.749891591896433,0.823629344182401,1.17692512957781,0.987954000894639,0.630854425129473,17.7,GRDC,,15.4228515625,63.4794921875,6,33,0,299,5233401,1923,2016,94,0.00000000000,1981,1998,18,0.00000000000,1923,2016,94,32.82000000000,1.03000000000,426.20000000000,mask_6233400
6233200,GROETSJOEN,GROETSJOEN,SE,61.81340000000,12.44330000000,565,0.789572848753556,0.842554302480963,1.12222282988738,0.932531354180192,0.693418833554704,12.2,GRDC,,12.4404296875,61.8173828125,6,33,0,64,6233201,1927,2016,90,0.00000000000,1981,1998,18,0.00000000000,1927,2016,90,8.72000000000,0.28000000000,486.77000000000,mask_6233200
6233250,HELGE A,TORSEBRO KRV (POWERSTATION),SE,56.10300000000,14.12940000000,3664,0.587945757083628,0.776328521735815,1.29071289861396,1.1877385935176,0.307307877845,29.1,GRDC,,14.1240234375,56.0771484375,6,33,0,11,-,1908,2015,108,0.00000000000,0,0,0,0.00000000000,1908,2015,108,36.21000000000,1.14000000000,311.60000000000,mask_6233250
6233550,KASSJOEAN,STORSILLRET,SE,62.66190000000,16.28980000000,164,0.78479677356259,0.864613983645456,1.01983881003119,0.833899196686876,0.746431121718833,2.0,GRDC,,16.2900390625,62.6630859375,6,33,0,224,6233551,1966,2016,51,0.01000000000,1981,1997,17,0.00000000000,1966,2016,51,1.81000000000,0.06000000000,348.63000000000,mask_6233550
6233720,OEREAELVEN,TORRBOELE,SE,63.70000000000,19.61000000000,2860,0.741894273889509,0.816626447438026,1.18153795161243,0.993943747347879,0.619455502722629,18.2,GRDC,,19.5595703125,63.7119140625,6,33,0,0,-,1949,2005,57,0.00000000000,0,0,0,0.00000000000,1949,2005,57,32.89000000000,1.04000000000,362.70000000000,mask_6233720
6233780,RANEAELVEN,NIEMISEL,SE,66.02160000000,21.96670000000,3781,0.7923068805541,0.834529569021055,1.0471604923819,0.88367349272368,0.693032200928209,4.7,GRDC,,21.9736328125,66.0107421875,6,33,0,0,-,1900,2015,116,4.08000000000,1924,1998,75,0.00000000000,1900,2015,116,40.78000000000,1.29000000000,340.15000000000,mask_6233780
6233600,VATTHOLMAAN,VATTHOLMA 2,SE,60.01960000000,17.73060000000,294,0.594758630421794,0.746091322720598,1.26858421065331,1.16617302129883,0.317546793753777,26.9,GRDC,,17.7568359375,60.0810546875,6,33,0,21,-,1916,2016,101,0.10000000000,1981,1998,18,0.00000000000,1916,2016,101,2.11000000000,0.07000000000,226.70000000000,mask_6233600
6233680,VINDELAELVEN,SORSELE 2,SE,65.54220000000,17.50830000000,6056,0.83939897544493,0.8415154367346,1.01614717308224,1.02036175572405,0.676004147582377,1.6,GRDC,,17.5087890625,65.5419921875,6,33,0,340,6233510,1909,2016,108,0.17000000000,1920,1998,79,0.00000000000,1909,2016,108,123.75000000000,3.90000000000,644.36000000000,mask_6233680
6233100,VISKAN,ASBRO 3,SE,57.23980000000,12.31000000000,2160,0.736518517742415,0.785978052919517,1.03304956727063,0.849917276931163,0.612334230463641,3.3,GRDC,,12.3232421875,57.2392578125,6,33,0,2,-,1909,2016,108,0.07000000000,1927,1998,72,0.00000000000,1909,2016,108,35.51000000000,1.12000000000,518.46000000000,mask_6233100
6545050,SAVA,CATEZ I,SI,45.89320000000,15.60970000000,10186,0.817639096442785,0.861517338982171,0.898896538726942,1.06209784104325,0.687086133210256,-10.1,GRDC,,15.6240234375,45.8974609375,6,45,3850,137,6544800,1956,2012,57,0.00000000000,1956,2001,46,0.00000000000,1956,2012,57,277.46000000000,8.75000000000,859.01000000000,mask_6545050
6545110,SORA,SUHA 1,SI,46.16200000000,14.32600000000,566,0.746176900133139,0.792749922195931,0.963518268756575,0.858075179895438,0.623382636352937,-3.6,GRDC,,14.3251953125,46.1630859375,6,45,4200,329,6545102,1961,2012,52,1.92000000000,0,0,0,0.00000000000,1961,2012,52,19.62000000000,0.62000000000,0.00000000000,mask_6545110
6142660,HRON,BREHY,SK,48.40720000000,18.64780000000,3821,0.536054082494649,0.739111734872156,1.33846109946398,1.18063004079636,0.252861711012343,33.8,GRDC,,18.6474609375,48.4091796875,6,42,7290,195,6442500,1930,2008,79,0.00000000000,1931,1970,40,0.00000000000,1930,2008,79,46.29000000000,1.46000000000,382.07000000000,mask_6142660
